username,timestamp_text,comment_text,cleaned_tokens,cleaned_text
@hunnidproblems2544,1 month ago,I love the audience of paid actors,love|audience|paid|actor,love audience paid actor
@vanv69,1 month ago,"4:25 I too was thinking alexander the great, and reacted the same way Ian did.",thinking|alexander|great|reacted|way|ian,thinking alexander great reacted way ian
@rushab_rayalwar,1 month ago,🔥🔥🔥🔥,,
@hectortorres5572,1 month ago,"How is this positive in any way shape or form , and to who ? State the benefit of this irrelevant idiocy.. I 'll sit down.",positive|way|shape|form|state|benefit|irrelevant|idiocy|sit,positive way shape form state benefit irrelevant idiocy sit
@DarkDesertMovies,1 month ago,Saying that there's no magic trick is part of the magic trick,saying|there|magic|trick|part|magic|trick,saying there magic trick part magic trick
@JoseAntonioRosado.oficial,1 month ago,Guess it too 😂,guess,guess
@lismar2378,1 month ago,Sorry I don’t believe you.  I think you’re truly telepathic.  Not a slam…I think you don’t even KNOW IT.  Most telepaths don’t even realize it.  You have a gift sir. 🙏 I’m glad you and your wife have five kids!  Your existence will make this world a better place.❤,sorry|dont|believe|think|youre|truly|telepathic|slami|think|dont|even|know|telepaths|dont|even|realize|gift|sir|glad|wife|five|kid|existence|make|world|better|place,sorry dont believe think youre truly telepathic slami think dont even know telepaths dont even realize gift sir glad wife five kid existence make world better place
@garlandgarland940,1 month ago,Is this what those TV psychic mediums do?,psychic|medium,psychic medium
@UjjwalQo,1 month ago,I guessed Obama too lol. Fun stuff 👏👏,guessed|obama|lol|fun|stuff,guessed obama lol fun stuff
@jayjaywold8549,1 month ago,"I watched Steve Martin's Leap Of Faith, where he had shills in audience gathering info. Reminds me of that.",watched|steve|martin|leap|faith|shill|audience|gathering|info|reminds,watched steve martin leap faith shill audience gathering info reminds
@mrgerrytube,1 month ago,These jooce are tricksy,jooce|tricksy,jooce tricksy
@peterbravestrong,1 month ago,Plants in the room. No way this is real.,plant|room|way|real,plant room way real
@TylerWhitlock,1 month ago,What a scam artist. I remember when Oz used to sell himself as a a magician. Now he tries to pretend mentalism isn't just an illusio. He never 'reads' anyone.,scam|artist|remember|used|sell|magician|try|pretend|mentalism|isnt|illusio|never|read|anyone,scam artist remember used sell magician try pretend mentalism isnt illusio never read anyone
@steffdesmet2563,1 month ago,Rly ridiculously stupid,rly|ridiculously|stupid,rly ridiculously stupid
@steffdesmet2563,1 month ago,FRAUD,fraud,fraud
@elegantlyblunt,1 month ago,Mind reading? It’s more like people reading with jazz hands.,mind|reading|like|people|reading|jazz|hand,mind reading like people reading jazz hand
@KoLkAMiSt,1 month ago,"He forced Nanjera to lie by saying ""it's always a singer"" because he knew she didn't have a singer. If it had been a singer he'd say ""it's always an actor"" in order to force her to lie. Then he exposed her lie for free points. Good technique",forced|nanjera|lie|saying|always|singer|knew|didnt|singer|singer|hed|say|always|actor|order|force|lie|exposed|lie|free|point|good|technique,forced nanjera lie saying always singer knew didnt singer singer hed say always actor order force lie exposed lie free point good technique
@janardhananv7002,1 month ago,bro thinks he's patrick jane,bro|think|he|patrick|jane,bro think he patrick jane
@khadijahassan2683,1 month ago,Clickbated by tedx,clickbated|tedx,clickbated tedx
@yuvalgordonzin,1 month ago,Easily done if the members he picked are his helpers. All an act. This is a magic trick. Meh. Nothing new,easily|done|member|picked|helper|act|magic|trick|meh|nothing|new,easily done member picked helper act magic trick meh nothing new
@moagsmom,1 month ago,I closed my eyes.  Listened. Opened my eyes after Geoff wrote a name & I guessed a president  & he said Barack Obama.  Wow! I must have more confidence in myself 😂😅,closed|eye|listened|opened|eye|geoff|wrote|name|guessed|president|said|barack|obama|wow|must|confidence,closed eye listened opened eye geoff wrote name guessed president said barack obama wow must confidence
@arjunaj1071,1 month ago,Staged 😅,staged,staged
@ronin1103,1 month ago,Surely lots of actors...yes interesting not to forget names of people....but the rest is fake as it gets,surely|lot|actorsyes|interesting|forget|name|peoplebut|rest|fake|get,surely lot actorsyes interesting forget name peoplebut rest fake get
@User2637dsk,1 month ago,Not 30 seconds in and saying you can learn this too is. He’s trying to sell his book he’s literally a professional bullshitter.,second|saying|learn|he|trying|sell|book|he|literally|professional|bullshitter,second saying learn he trying sell book he literally professional bullshitter
@storycorps1234,1 month ago,That's what you call bullshit. A plant. Snake oil salesman.,thats|call|bullshit|plant|snake|oil|salesman,thats call bullshit plant snake oil salesman
@christianchua5752,1 month ago,Imagine playing poker with this guy,imagine|playing|poker|guy,imagine playing poker guy
@DrMou93,1 month ago,Set up,set,set
@Reptex_krka,1 month ago,"As a fan of Derren Brown, this is next level.",fan|derren|brown|next|level,fan derren brown next level
@PNWHerb,1 month ago,wasn't shown sh*t,wasnt|shown|sht,wasnt shown sht
@friendly4827,1 month ago,He was supposed to teach us mind reading but end up a show,supposed|teach|mind|reading|end|show,supposed teach mind reading end show
@djadu01,1 month ago,"I would totally buy the snake oil this guy is selling 😂.  Wasn't much of a Ted Talk but more of a Magician's trick with implants. Nice job, was entertaining!",would|totally|buy|snake|oil|guy|selling|wasnt|much|ted|talk|magician|trick|implant|nice|job|entertaining,would totally buy snake oil guy selling wasnt much ted talk magician trick implant nice job entertaining
@fancyfreunds311,1 month ago,"The more that comes out, the more it’s being exposed that this guy is a fraud. He is just a magician , and gets inside information from fake websites asking people to enter info, uses thumb markers , fake notepads, etc. He’s just a good performer ,nothing   else.",come|exposed|guy|fraud|magician|get|inside|information|fake|website|asking|people|enter|info|us|thumb|marker|fake|notepad|etc|he|good|performer|nothing|else,come exposed guy fraud magician get inside information fake website asking people enter info us thumb marker fake notepad etc he good performer nothing else
@ThatGuy-kv1kw,1 month ago,"who in their right mind would want to have dinner with barrack , the president that lied repeatedly, to us",right|mind|would|want|dinner|barrack|president|lied|repeatedly,right mind would want dinner barrack president lied repeatedly
@NoRainNoFlowersz,1 month ago,10:51 risk ....secret to success: unshakeable belief : self fulfilling,risk|secret|success|unshakeable|belief|self|fulfilling,risk secret success unshakeable belief self fulfilling
@nothereforagoodtime,1 month ago,This guy is a clown,guy|clown,guy clown
@shashanksharma1498,1 month ago,I honestly thought Adolf Hitler,honestly|thought|adolf|hitler,honestly thought adolf hitler
@milahundepensiontaastrup-v9806,1 month ago,"When a person asks everyone to close their eyes and gives commands that only a religious person can, I'm lost.",person|asks|everyone|close|eye|give|command|religious|person|lost,person asks everyone close eye give command religious person lost
@BSmith43130,1 month ago,"His marker strokes did not sound like enough for Trevor Noah. Maybe we didn't see the entire thing, but makes me suspicious.",marker|stroke|sound|like|enough|trevor|noah|maybe|didnt|see|entire|thing|make|suspicious,marker stroke sound like enough trevor noah maybe didnt see entire thing make suspicious
@bendimock8328,1 month ago,counterfeits every ted talk ever.,counterfeit|every|ted|talk|ever,counterfeit every ted talk ever
@audiolivrobom,1 month ago,"That's not a TED Talk, sorry. If I want to go to a mentalist's show, I'll simply do so.",thats|ted|talk|sorry|want|mentalists|show|ill|simply,thats ted talk sorry want mentalists show ill simply
@scorpion407,1 month ago,Complete garbage in what people believe. Planted participants who are told what to do.,complete|garbage|people|believe|planted|participant|told,complete garbage people believe planted participant told
@photopete76,1 month ago,Pick two white liberal men at a Ted talk and ask both to think of the biggest star they can think of---Barak Obama.  Could anything be more predictable? LOL,pick|two|white|liberal|men|ted|talk|ask|think|biggest|star|think|ofbarak|obama|could|anything|predictable|lol,pick two white liberal men ted talk ask think biggest star think ofbarak obama could anything predictable lol
@annandune,1 month ago,"I once saw Derren Brown on TV in one of his shows trying to provide a rational explanation for what he ( Derren Brown )did.  The way he explained it gave it an air of plausibility but when you broke it down his explanation wasn't any more believable than it being some kind of magic.  The most obviously explanation is using plants.  He makes a big deal out of asking people to confirm they had never met/spoken before but just as a madman and a sane man would both proclaim they are sane, a liar and a truth teller would answer the same in this situation. If there is another explanation, none of us will find out any time soon and probably never in our lifetime.  It's very entertaining, and maybe what he is really trying to do is find out how likely people are to believe something or how likely they are to be sceptical.  Perhaps that is the true purpose of shows like this - to identify the cynics and the believers.",saw|derren|brown|one|show|trying|provide|rational|explanation|derren|brown|way|explained|gave|air|plausibility|broke|explanation|wasnt|believable|kind|magic|obviously|explanation|using|plant|make|big|deal|asking|people|confirm|never|metspoken|madman|sane|man|would|proclaim|sane|liar|truth|teller|would|answer|situation|another|explanation|none|find|time|soon|probably|never|lifetime|entertaining|maybe|really|trying|find|likely|people|believe|something|likely|sceptical|perhaps|true|purpose|show|like|identify|cynic|believer,saw derren brown one show trying provide rational explanation derren brown way explained gave air plausibility broke explanation wasnt believable kind magic obviously explanation using plant make big deal asking people confirm never metspoken madman sane man would proclaim sane liar truth teller would answer situation another explanation none find time soon probably never lifetime entertaining maybe really trying find likely people believe something likely sceptical perhaps true purpose show like identify cynic believer
@atalayo3o0o,1 month ago,"If this was real, he would go master bitcoins and wouldnt kill time there...",real|would|master|bitcoins|wouldnt|kill|time,real would master bitcoins wouldnt kill time
@dbarbour1982,1 month ago,They were plants you guys omg,plant|guy|omg,plant guy omg
@gwalchirk2072,1 month ago,Secrets in the frizzbeee,secret|frizzbeee,secret frizzbeee
@gwalchirk2072,1 month ago,She said it and that paper is where the magic comes from dahhhh grab the paper or laser,said|paper|magic|come|dahhhh|grab|paper|laser,said paper magic come dahhhh grab paper laser
@gwalchirk2072,1 month ago,Just watch nightmare alley with tyrrone power it will explain everything,watch|nightmare|alley|tyrrone|power|explain|everything,watch nightmare alley tyrrone power explain everything
@perseadrian,1 month ago,How to read mind ! Pick some your own people,read|mind|pick|people,read mind pick people
@2wr633,1 month ago,"That trick might work normally, but for some reason, if i try to do that, i would somehow be too focused on listening that i will ONLY listen, with absolutely no thoughts, and ended up not even registering it into my brain",trick|might|work|normally|reason|try|would|somehow|focused|listening|listen|absolutely|thought|ended|even|registering|brain,trick might work normally reason try would somehow focused listening listen absolutely thought ended even registering brain
@alg1335,1 month ago,“How to never forget a name” unable to read minds… New Title…,never|forget|name|unable|read|mind|new|title,never forget name unable read mind new title
@DenyKuswanto,1 month ago,saya juga mikirin nama Barack Obama buat makan malam bersama 😅,saya|juga|mikirin|nama|barack|obama|buat|makan|malam|bersama,saya juga mikirin nama barack obama buat makan malam bersama
@nate1593,1 month ago,The same reason people believe in god is why people believe this is not staged...,reason|people|believe|god|people|believe|staged,reason people believe god people believe staged
@Truequalityedits,1 month ago,Highly encourage everyone to go watch Oz with some NFL teams. It’s mindblowing,highly|encourage|everyone|watch|nfl|team|mindblowing,highly encourage everyone watch nfl team mindblowing
@michaelsmith3488,1 month ago,Anyone else notice how Brett opened his eyes before Oz told him to? Sketch…,anyone|else|notice|brett|opened|eye|told|sketch,anyone else notice brett opened eye told sketch
@themacocko6311,1 month ago,"You're gullible if you think the guy in the audience wasn't a plant. Magic rule #1,The audience is ALWAYS in on the trick.",youre|gullible|think|guy|audience|wasnt|plant|magic|rule|audience|always|trick,youre gullible think guy audience wasnt plant magic rule audience always trick
@JohnPersechini,1 month ago,He never writes the name down.  After she says Trevor Noah he goes to his nose.  I believe the board is an electronic device and he’s communicating to it.,never|writes|name|say|trevor|noah|go|nose|believe|board|electronic|device|he|communicating,never writes name say trevor noah go nose believe board electronic device he communicating
@Tapn-o8s,1 month ago,"He is the best Oz and rather easily as the other one is human garbage. But, really, this Oz is fantastic.",best|rather|easily|one|human|garbage|really|fantastic,best rather easily one human garbage really fantastic
@PsychedelicGoo,1 month ago,The last one has me completely stumped,last|one|completely|stumped,last one completely stumped
@Voicist,1 month ago,He can read minds like David Blaine can levitate...,read|mind|like|david|blaine|levitate,read mind like david blaine levitate
@professorm3136,1 month ago,This is the same guy who allegedly has threatened Joe Rogan with his pincode after Joe had some critics about Israel. This guy is from Israel btw,guy|allegedly|threatened|joe|rogan|pincode|joe|critic|israel|guy|israel|btw,guy allegedly threatened joe rogan pincode joe critic israel guy israel btw
@joejones716,1 month ago,I totally thought of Alexander the Great,totally|thought|alexander|great,totally thought alexander great
@majormedusa34,1 month ago,"Great entertainment if you believe it. If not, its just a scam",great|entertainment|believe|scam,great entertainment believe scam
@jagat1976,1 month ago,It’s all tricks and setup,trick|setup,trick setup
@belenbarriostrincado772,1 month ago,What a bossy men,bossy|men,bossy men
@Luminous_Luster,1 month ago,“I won’t agree to it until it happens to me.”😐,wont|agree|happens,wont agree happens
@kentonwilliams2439,1 month ago,Just a fast talking entertainer. Its all an illusion!,fast|talking|entertainer|illusion,fast talking entertainer illusion
@GeminiQueen606,1 month ago,The participants gave it away..... And ofcourse it has to be inclusive celebs 😂.... Nice try not buying it 😂,participant|gave|away|ofcourse|inclusive|celebs|nice|try|buying,participant gave away ofcourse inclusive celebs nice try buying
@dataman9370,1 month ago,"Oz is a fraud. He does not ""read people"". He cheats and lies. He. gets the information in other ways.",fraud|read|people|cheat|lie|get|information|way,fraud read people cheat lie get information way
@robbycahya4043,1 month ago,What is the tips?,tip,tip
@ashmitadutta7049,1 month ago,"Oh my god 😮😮 my eyes popped out at the end.... Kudos, sir 🎉🙏🏻",god|eye|popped|end|kudos|sir,god eye popped end kudos sir
@steveleamont,1 month ago,Darren  Brown can keep up with this guy.,darren|brown|keep|guy,darren brown keep guy
@maranatha8524,1 month ago,Is that even possible? Without deception? Entertaining for sure. 🤷😏,even|possible|without|deception|entertaining|sure,even possible without deception entertaining sure
@dr.stacey7283,1 month ago,9:24 There is no way he wrote Trevor Noah,way|wrote|trevor|noah,way wrote trevor noah
@Astral_Films,1 month ago,Ted talks always warm my day.,ted|talk|always|warm|day,ted talk always warm day
@eternal_oblivion-r8i,1 month ago,"Amazing, the first video I ever saw with him was Penguin Magic",amazing|first|video|ever|saw|penguin|magic,amazing first video ever saw penguin magic
@sdmngames,1 month ago,fake as always,fake|always,fake always
